Fauna/Flora,Grupo,Familia,Especie (Simplificado),Nome Comum,Categoria de Ameaca,Sigla Categoria de Ameaca,Bioma,Principais Ameacas,Presenca em areas Protegidas,Plano de Acao Nacional para Conservacao (PAN),Ordenamento Pesqueiro ,Nivel de Protecao na Estrategia Nacional,Especie exclusiva do Brasil,Estados de Ocorrencia,ano_lista
Fauna,Mamiferos,Atelidae,Alouatta ululata,Guariba,Em Perigo (EN),EN,Caatinga; Cerrado,Agropecuaria; Assentamento Humano:rurais; Extracao Direta:Caca/Pesca; Extracao Florestal; Outras Atividades Economicas:Energia,Sim,Sim,Nao,3,Sim,CE; MA; PI,2014
Flora,Angiospermas,Verbenaceae,Aloysia hatschbachii,-,Em Perigo (EN),EN,Mata Atlantica,Assentamentos Humanos: Cidades,Sim,Nao,Nao,2,Sim,PR; PA,2014
Flora,Angiospermas,Rubiaceae,Alseis involuta,-,Vulneravel (VU),VU,Caatinga; Mata Atlantica,Perda de Habitat/Degradacao (Induzida por Humanos),Sim,Nao,Nao,2,Informacao nao disponivel,BA; ES; MG; RJ; SP,2014
Flora,Angiospermas,Alstroemeriaceae,Alstroemeria amabilis,-,Em Perigo (EN),EN,Mata Atlantica,Especies Invasoras,,,,,,,2014
Flora,Angiospermas,Alstroemeriaceae,Alstroemeria brasiliensis,-,Em Perigo (EN),EN,Cerrado,Especies Invasoras,,,,,,,2014
Flora,Angiospermas,Alstroemeriaceae,Alstroemeria capixaba,-,Criticamente em Perigo (CR),CR,Mata Atlantica,Queimadas,,,,,,,2014
Flora,Angiospermas,Alstroemeriaceae,Alstroemeria caryophyllaea,-,Em Perigo (EN),EN,Mata Atlantica,Desenvolvimento e Infraestrutura,,,,,,,2014
Flora,Angiospermas,Alstroemeriaceae,Alstroemeria malmeana,-,Criticamente em Perigo (CR),CR,Mata Atlantica,Queimadas,,,,,,,2014
Flora,Angiospermas,Alstroemeriaceae,Alstroemeria orchidioides,-,Em Perigo (EN),EN,Cerrado,Queimadas,,,,,,,2014
Flora,Angiospermas,Alstroemeriaceae,Alstroemeria penduliflora,-,Em Perigo (EN),EN,Cerrado; Mata Atlantica,Agropecuaria,,,,,,,2014
Flora,Angiospermas,Amaranthaceae,Alternanthera decurrens,-,Em Perigo (EN),EN,Cerrado,Perda de Habitat/Degradacao (Induzida por Humanos),,,,,,,2014
Flora,Angiospermas,Amaranthaceae,Alternanthera hirtula,-,Vulneravel (VU),VU,Mata Atlantica; Pampa,Agropecuaria,,,,,,,2014
Flora,Angiospermas,Amaranthaceae,Alternanthera januarensis,-,Em Perigo (EN),EN,Cerrado,Distribuicao Restrita,,,,,,,2014
Fauna,Invertebrados Terrestres,Lucanidae,Altitatiayus campoi,Besouro-tesoura,Vulneravel (VU),VU,Mata Atlantica,Outras Atividades Economicas:Turismo,Sim,Nao,Nao,3,Sim,SP,2014
Fauna,Invertebrados Terrestres,Lucanidae,Altitatiayus dulceae,Besouro-tesoura,Vulneravel (VU),VU,Mata Atlantica,Outras Atividades Economicas:Turismo,Sim,Nao,Nao,3,Sim,MG; RJ,2014
Fauna,Invertebrados Terrestres,Lucanidae,Altitatiayus godinhorum,Besouro-tesoura,Vulneravel (VU),VU,Mata Atlantica,Outras Atividades Economicas:Turismo,Sim,Nao,Nao,3,Sim,MG; RJ,2014
Fauna,Invertebrados Terrestres,Lucanidae,Altitatiayus koikei,Besouro-tesoura,Vulneravel (VU),VU,Mata Atlantica,Outras Atividades Economicas:Turismo,Sim,Nao,Nao,3,Sim,MG,2014
Fauna,Invertebrados Terrestres,Lucanidae,Altitatiayus rotundatus,Besouro-tesoura,Vulneravel (VU),VU,Mata Atlantica,Outras Atividades Economicas:Turismo,Sim,Nao,Nao,3,Sim,MG; RJ,2014
Fauna,Invertebrados Terrestres,Lucanidae,Altitatiayus ruficollis,Besouro-tesoura,Vulneravel (VU),VU,Mata Atlantica,Outras Atividades Economicas:Turismo,Sim,Nao,Nao,3,Sim,MG; RJ,2014
Fauna,Invertebrados Terrestres,Lucanidae,Altitatiayus trifurcatus,Besouro-tesoura,Vulneravel (VU),VU,Mata Atlantica,Outras Atividades Economicas:Turismo,Sim,Nao,Nao,3,Sim,MG; RJ,2014
Flora,Angiospermas,Poaceae,Altoparadisium chapadense,-,Criticamente em Perigo (CR),CR,Cerrado,Disturbio Humano,Sim,Sim,Nao,2,Sim,GO; TO,2014
Fauna,Aves,Accipitridae,Amadonastur lacernulatus,Gaviao-pombo-pequeno ,Vulneravel (VU),VU,Caatinga; Cerrado; Mata Atlantica,Agropecuaria; Assentamento Humano:cidades,Sim,Nao,Nao,4,Sim,BA; ES; MG; PR; RJ; SC; SP,2014
Flora,Angiospermas,Amaranthaceae,Amaranthus rosengurtii,-,Em Perigo (EN),EN,Pampa,Agropecuaria,,,,,,,2014
Fauna,Aves,Psittacidae,Amazona pretrei,Papagaio-charao,Vulneravel (VU),VU,Mata Atlantica; Pampa,Agropecuaria; Extracao Direta:Caca/Pesca; Extracao Florestal; Mudanca Na Dinamica Das Especies Nativas,Sim,Nao,Nao,3,Nao,RS; SC,2014
Fauna,Aves,Psittacidae,Amazona rhodocorytha,Chaua,Vulneravel (VU),VU,Mata Atlantica,Agropecuaria; Assentamento Humano:cidades; Extracao Direta:Caca/Pesca; Extracao Florestal,Sim,Nao,Nao,4,Sim,AL; BA; ES; MG; RJ; SE,2014
Fauna,Aves,Psittacidae,Amazona vinacea,Papagaio-de-peito-roxo,Vulneravel (VU),VU,Caatinga; Cerrado; Mata Atlantica,Agropecuaria; Extracao Direta:Caca/Pesca; Extracao Florestal; Outras Atividades Economicas:Turismo,Sim,Nao,Nao,3,Nao,BA; ES; MG;  PR; RJ; RS; SC; SP,2014
Flora,Angiospermas,Fabaceae,Amburana acreana,cerejeira; cumaru de cheiro,Vulneravel (VU),VU,Amazonia,Extracao de Madeira,,,,,,,2014
Fauna,Repteis,Teiidae,Ameiva parecis,Calango,Em Perigo (EN),EN,Amazonia; Cerrado,Agropecuaria; Outras Atividades Economicas:Energia; Outras Atividades Economicas:Transporte,Sim,Sim,Nao,2,Sim,MT; RO,2014
Fauna,Repteis,Teiidae,Ameivula abaetensis,Lagartinho-de-abaete,Em Perigo (EN),EN,Mata Atlantica,Assentamento Humano:cidades; Outras Atividades Economicas:Transporte; Outras Atividades Economicas:Turismo; Queimadas,Sim,Sim,Nao,2,Sim, SE,2014
Fauna,Repteis,Teiidae,Ameivula littoralis,Lagarto-da-cauda-verde,Em Perigo (EN),EN,Mata Atlantica,Assentamento Humano:cidades; Mineracao; Outras Atividades Economicas:Energia; Outras Atividades Economicas:Transporte; Outras Atividades Economicas:Turismo,Sim,Sim,Nao,2,Sim,RJ,2014
Fauna,Repteis,Teiidae,Ameivula nativo,Lagartinho-de-linhares,Em Perigo (EN),EN,Mata Atlantica,Assentamento Humano:cidades; Mudanca Na Dinamica Das Especies Nativas,Sim,Sim,Nao,2,Sim,BA; ES,2014
Fauna,Repteis,Typhlopidae,Amerotyphlops amoipira,Cobra-cega-das-dunas,Em Perigo (EN),EN,Caatinga; Cerrado,Agropecuaria; Outras Atividades Economicas:Energia,Sim,Sim,Nao,4,Sim,BA; MG,2014
Fauna,Repteis,Typhlopidae,Amerotyphlops paucisquamus,Desconhecido,Vulneravel (VU),VU,Mata Atlantica,Outras Atividades Economicas:Energia; Outras Atividades Economicas:Transporte,Sim,Sim,Nao,2,Sim,AL; MA; PB; PE; RN,2014
Fauna,Repteis,Typhlopidae,Amerotyphlops yonenagae,Cobra-cega-do-sao-francisco,Em Perigo (EN),EN,Caatinga,Agropecuaria; Mineracao,Nao,Sim,Nao,2,Sim,BA,2014
Fauna,Repteis,Amphisbanidae,Amphisbaena arda,Cobra-de-duas-cabecas,Em Perigo (EN),EN,Caatinga; Cerrado,Agropecuaria; Extracao Florestal; Outras Atividades Economicas:Energia; Outras Atividades Economicas:Turismo,Sim,Sim,Nao,4,Sim,BA,2014
Fauna,Repteis,Amphisbanidae,Amphisbaena frontalis,Cobra-de-duas-cabecas,Em Perigo (EN),EN,Caatinga; Cerrado,Agropecuaria; Assentamento Humano:cidades; Extracao Florestal; Mineracao; Outras Atividades Economicas:Energia; Outras Atividades Economicas:Turismo,Sim,Sim,Nao,4,Sim,BA,2014
Fauna,Repteis,Amphisbanidae,Amphisbaena nigricauda,Cobra-de-duas-cabecas,Em Perigo (EN),EN,Mata Atlantica,Agropecuaria; Assentamento Humano:cidades; Mineracao; Mudanca Na Dinamica Das Especies Nativas; Outras Atividades Economicas:Transporte; Outras Atividades Economicas:Turismo,Sim,Sim,Nao,2,Sim,BA; ES,2014
Fauna,Repteis,Amphisbanidae,Amphisbaena supernumeraria,Cobra-de-duas-cabecas,Em Perigo (EN),EN,Caatinga,Agropecuaria; Assentamento Humano:cidades; Mudanca Na Dinamica Das Especies Nativas,Sim,Nao,Nao,1,Sim,PE,2014
Fauna,Repteis,Amphisbanidae,Amphisbaena uroxena,Cobra-de-duas-cabecas,Em Perigo (EN),EN,Caatinga; Cerrado,Agropecuaria; Poluicao,Nao,Sim,Nao,2,Sim,BA,2014
Fauna,Invertebrados Terrestres,Lampyridae,Amydetes bellorum,Vagalume,Em Perigo (EN),EN,Mata Atlantica,Assentamento Humano:cidades,Sim,Nao,Nao,1,Sim,RJ,2014
Fauna,Peixes Continentais,Rivulidae,Anablepsoides cearensis,Peixe-anual,Criticamente em Perigo (CR),CR,Caatinga,Agropecuaria; Assentamento Humano:cidades,Nao,Nao,Nao,1,Sim,CE,2014
Fauna,Invertebrados Terrestres,Buthidae,Ananteris infuscata,Escorpiao,Em Perigo (EN),EN,Cerrado; Mata Atlantica,Especies Exoticas; Mineracao,Nao,Nao,Nao,0,Sim,MG,2014
Flora,Angiospermas,Orchidaceae,Anathallis colnagoi,-,Criticamente em Perigo (CR),CR,Mata Atlantica,Perda de Habitat/Degradacao (Induzida por Humanos),Nao,Nao,Nao,2,Sim,ES,2014
Flora,Angiospermas,Orchidaceae,Anathallis gehrtii,-,Vulneravel (VU),VU,Mata Atlantica,Industrias,,,,,,,2014
Flora,Angiospermas,Orchidaceae,Anathallis pabstii,-,Em Perigo (EN),EN,Mata Atlantica,Perda de Habitat/Degradacao (Induzida por Humanos),Sim,Nao,Nao,2,Sim,RJ; PR; SC; RS,2014
Flora,Angiospermas,Orchidaceae,Anathallis tigridens,-,Vulneravel (VU),VU,Mata Atlantica,Perda de Habitat/Degradacao (Induzida por Humanos),,,,,,,2014
Fauna,Peixes Continentais,Loricariidae,Ancistrus cryptophthalmus,Cascudinho-de-caverna,Em Perigo (EN),EN,Cerrado,Agropecuaria; Outras Atividades Economicas:Turismo,Sim,Nao,Nao,2,Sim,GO,2014
Fauna,Peixes Continentais,Loricariidae,Ancistrus formoso,Cascudo-cego,Vulneravel (VU),VU,Cerrado,Mineracao,Nao,Nao,Nao,1,Sim,MS,2014
Fauna,Peixes Continentais,Loricariidae,Ancistrus minutus,Desconhecido,Em Perigo (EN),EN,Cerrado,Agropecuaria; Assentamento Humano:cidades; Mineracao; Outras Atividades Economicas:Energia,Nao,Sim,Sim,1,Sim,GO,2014
Flora,Angiospermas,Rutaceae,Andreadoxa flava,-,Criticamente em Perigo (CR),CR,Mata Atlantica,Baixa Densidade,,,,,,,2014
Flora,Angiospermas,Poaceae,Andropogon glaucophyllus,-,Em Perigo (EN),EN,Mata Atlantica; Pampa,Perda de Habitat/Degradacao (Induzida por Humanos),Sim,Sim,Nao,2,Nao,SP; PR; RS; SC,2014
Flora,Pteridofitas,Anemiaceae,Anemia blechnoides,-,Vulneravel (VU),VU,Mata Atlantica,Perda de Habitat/Degradacao (Induzida por Humanos),,,,,,,2014
Flora,Pteridofitas,Anemiaceae,Anemia dentata,-,Vulneravel (VU),VU,Cerrado,Vazio,Nao,Nao,Nao,1,Informacao nao disponivel,AL; BA; MG; PE,2014
Flora,Pteridofitas,Anemiaceae,Anemia gardneri,-,Vulneravel (VU),VU,Mata Atlantica,Mineracao,,,,,,,2014
Flora,Pteridofitas,Anemiaceae,Anemia trichorhiza,-,Vulneravel (VU),VU,Cerrado; Pantanal,Agropecuaria,,,,,,,2014
Flora,Angiospermas,Bignoniaceae,Anemopaegma arvense,alecrim-do-campo; catuaba; catuaba-verdadeira; catuabinha,Em Perigo (EN),EN,Cerrado,Extracao Direta,,,,,,,2014
Flora,Angiospermas,Bignoniaceae,Anemopaegma mirabile,-,Criticamente em Perigo (CR),CR,Cerrado,Perda de Habitat/Degradacao (Induzida por Humanos),Nao,Nao,Nao,1,Sim,MA; PI,2014
Flora,Angiospermas,Plantaginaceae,Angelonia alternifolia,-,Criticamente em Perigo (CR),CR,Cerrado,Agropecuaria,Nao,Nao,Nao,1,Informacao nao disponivel,GO; TO,2014
Flora,Angiospermas,Lauraceae,Aniba ferrea,-,Vulneravel (VU),VU,Amazonia,Extracao de Madeira,Sim,Nao,Nao,2,Nao,AM; AP,2014
Flora,Angiospermas,Lauraceae,Aniba rosaeodora,Pau - rosa,Em Perigo (EN),EN,Amazonia,Extracao de Madeira,Sim,Nao,Nao,3,Nao,AM; AP; PA,2014
Flora,Angiospermas,Lauraceae,Aniba santalodora,-,Vulneravel (VU),VU,Amazonia,Extracao de Madeira,Sim,Nao,Nao,2,Informacao nao disponivel,AM,2014
Flora,Angiospermas,Annonaceae,Annona maritima,-,Vulneravel (VU),VU,Mata Atlantica,Perda de Habitat/Degradacao (Induzida por Humanos),,,,,,,2014
Flora,Angiospermas,Annonaceae,Annona parviflora,Vaovir,Em Perigo (EN),EN,Mata Atlantica,Extracao de Madeira,,,,,,,2014
Flora,Angiospermas,Annonaceae,Annona pickelii,Araticum,Vulneravel (VU),VU,Mata Atlantica,Assentamentos Humanos: Cidades,,,,,,,2014
Flora,Angiospermas,Annonaceae,Annona ubatubensis,-,Em Perigo (EN),EN,Mata Atlantica,Perda de Habitat/Degradacao (Induzida por Humanos),,,,,,,2014
Fauna,Invertebrados Terrestres,Formicidae,Anochetus oriens,Formiga,Vulneravel (VU),VU,Mata Atlantica,Agropecuaria; Assentamento Humano:cidades; Poluicao,Sim,Nao,Nao,1,Sim,BA; ES,2014
Fauna,Aves,Psittacidae,Anodorhynchus leari,Arara-azul-de-lear,Em Perigo (EN),EN,Caatinga,Agropecuaria; Extracao Direta:Caca/Pesca; Mineracao; Queimadas,Sim,Nao,Nao,3,Sim,BA,2014
Flora,Angiospermas,Poaceae,Anomochloa marantoidea,-,Em Perigo (EN),EN,Mata Atlantica,Perda de Habitat/Degradacao (Induzida por Humanos),Sim,Nao,Nao,2,Sim,BA,2014
Flora,Angiospermas,Asteraceae,Anteremanthus hatschbachii,-,Em Perigo (EN),EN,Cerrado,Extracao de Madeira,,,,,,,2014
Flora,Angiospermas,Poaceae,Anthaenantiopsis fiebrigii,-,Criticamente em Perigo (CR),CR,Cerrado,Vazio,Nao,Nao,Nao,1,Nao,DF; MG,2014
Flora,Angiospermas,Araceae,Anthurium jureianum,-,Vulneravel (VU),VU,Mata Atlantica,Assentamentos Humanos: Cidades,Sim,Nao,Nao,2,Sim,SP,2014
Flora,Angiospermas,Araceae,Anthurium langsdorffii,-,Em Perigo (EN),EN,Mata Atlantica,Vazio,Sim,Nao,Nao,2,Sim,RJ; SP,2014
Flora,Angiospermas,Araceae,Anthurium lucidum,-,Em Perigo (EN),EN,Mata Atlantica,Turismo/Recreacao,,,,,,,2014
Flora,Angiospermas,Araceae,Anthurium luschnathianum,-,Em Perigo (EN),EN,Mata Atlantica,Assentamentos Humanos: Cidades,Sim,Sim,Nao,2,Sim,RJ,2014
Flora,Angiospermas,Araceae,Anthurium radicans,-,Vulneravel (VU),VU,Mata Atlantica,Vazio,Sim,Nao,Nao,2,Sim,BA; ES; ,2014
Flora,Angiospermas,Araceae,Anthurium xanthophylloides,-,Vulneravel (VU),VU,Mata Atlantica,Mineracao,Sim,Nao,Nao,2,Sim,ES,2014
Fauna,Aves,Motacillidae,Anthus nattereri,Caminheiro-grande,Vulneravel (VU),VU,Cerrado; Mata Atlantica; Pampa;,Agropecuaria; Queimadas,Sim,Sim,Nao,4,Nao,ES; MG; PR; RJ; RS; SC; SP,2014
Fauna,Aves,Pipridae,Antilophia bokermanni,Soldadinho-do-araripe,Criticamente em Perigo (CR),CR,Caatinga,Agropecuaria; Assentamento Humano:cidades; Outras Atividades Economicas: Barrages Abastecimento/Drenagem; Queimadas,Sim,Sim,Nao,2,Sim,CE,2014
Flora,Angiospermas,Loasaceae,Aosa uleana,-,Criticamente em Perigo (CR),CR,Mata Atlantica,Especies Invasoras,,,,,,,2014
Fauna,Anfibios,Hylidae,Aparasphenodon pomba,Perereca,Criticamente em Perigo (CR),CR,Mata Atlantica,Agropecuaria; Assentamento Humano:cidades; Outras Atividades Economicas:Industrias; Poluicao,Nao,Sim,Nao,2,Sim,MG,2014
Fauna,Peixes Continentais,Parodontidae,Apareiodon davisi,Peixe-rei,Em Perigo (EN),EN,Caatinga,Agropecuaria,Nao,Sim,Nao,1,Sim,CE; PB,2014
Fauna,Peixes Continentais,Parodontidae,Apareiodon vladii,Canivete,Vulneravel (VU),VU,Mata Atlantica,Outras Atividades Economicas:Energia,Nao,Sim,Nao,1,Sim,PR; SP,2014
Flora,Angiospermas,Acanthaceae,Aphelandra espirito-santensis,-,Em Perigo (EN),EN,Mata Atlantica,Vazio,Sim,Nao,Nao,2,Sim,ES,2014
Flora,Angiospermas,Acanthaceae,Aphelandra margaritae,-,Vulneravel (VU),VU,Mata Atlantica,Agropecuaria,,,,,,,2014
Flora,Angiospermas,Acanthaceae,Aphelandra maximiliana,-,Em Perigo (EN),EN,Mata Atlantica,Perda de Habitat/Degradacao (Induzida por Humanos),Sim,Nao,Nao,2,Sim,ES,2014
Fauna,Peixes Continentais,Characidae,Aphyocheirodon hemigrammus,Lambari,Vulneravel (VU),VU,Cerrado; Mata Atlantica,Poluicao,Sim,Sim,Nao,2,Sim,MS; PR; SP,2014
Flora,Angiospermas,Poaceae,Apoclada simplex,-,Em Perigo (EN),EN,Mata Atlantica,Extracao Direta,Sim,Nao,Nao,2,Sim,SP; SC,2014
Fauna,Repteis,Dipsadidae,Apostolepis arenaria,Cobra-rainha-do-sao-francisco,Em Perigo (EN),EN,Caatinga,Agropecuaria; Extracao Florestal; Mineracao; Outras Atividades Economicas: Barrages Abastecimento/Drenagem; Outras Atividades Economicas:Energia,Sim,Sim,Nao,2,Sim,BA,2014
Fauna,Repteis,Dipsadidae,Apostolepis gaboi,Cobra-rainha-das-dunas,Em Perigo (EN),EN,Caatinga; Cerrado,Outras Atividades Economicas:Energia,Sim,Sim,Nao,3,Sim,BA,2014
Fauna,Repteis,Dipsadidae,Apostolepis quirogai,Desconhecido,Em Perigo (EN),EN,Mata Atlantica; Pampa,Agropecuaria,Nao,Sim,Nao,2,Nao,RS,2014
Fauna,Repteis,Dipsadidae,Apostolepis serrana,Cobra-rainha-da-serra-do-roncador,Em Perigo (EN),EN,Amazonia; Cerrado,Agropecuaria,Nao,Sim,Nao,1,Sim,MT,2014
Fauna,Repteis,Dipsadidae,Apostolepis striata,Cobra-rainha-estriada,Em Perigo (EN),EN,Amazonia; Cerrado,Agropecuaria,Nao,Sim,Nao,1,Sim,MT; RO,2014
Fauna,Peixes Continentais,Apteronotidae,Apteronotus acidops,Sarapo,Em Perigo (EN),EN,Mata Atlantica,Assentamento Humano:cidades; Outras Atividades Economicas:Transporte; Poluicao,Nao,Sim,Nao,1,Sim,MS; SP,2014
Fauna,Peixes Continentais,Apteronotidae,Apteronotus lindalvae,Desconhecido,Criticamente em Perigo (CR),CR,Amazonia,Outras Atividades Economicas:Energia,Sim,Sim,Nao,2,Sim,AM,2014
Flora,Angiospermas,Fabaceae,Apuleia leiocarpa,Grapia; Amarelao; Garapa; cumaru cetim; mitaroa,Vulneravel (VU),VU,Amazonia; Caatinga; Cerrado; Mata Atlantica,Extracao de Madeira,Sim,Sim,Nao,3,Nao,AC; AM; PA; RO; TO; AL; BA; CE; MA; PB; PE; PI; RN; SE; DF; GO; MS; MT; ES; MG; SP; RJ; PR; RS; SC,2014
Flora,Angiospermas,Fabaceae,Arachis villosa,-,Em Perigo (EN),EN,Pampa,Desastres Naturais,Nao,Nao,Nao,1,Nao,RS,2014
Flora,Angiospermas,Bromeliaceae,Araeococcus montanus,-,Em Perigo (EN),EN,Mata Atlantica,Perda de Habitat/Degradacao (Induzida por Humanos),Sim,Nao,Nao,2,Sim,BA,2014
Fauna,Aves,Psittacidae,Aratinga solstitialis,Jandaia-amarela,Em Perigo (EN),EN,Amazonia,Agropecuaria; Extracao Direta:Caca/Pesca,Sim,Sim,Nao,5,Nao,RR,2014
Flora,Gimnospermas,Araucariaceae,Araucaria angustifolia,araucaria; pinheiro-do-parana; curi; pinheiro-brasileiro; pinho-do-parana,Em Perigo (EN),EN,Mata Atlantica,Especies Invasoras,,,,,,,2014
Fauna,Invertebrados Terrestres,Lycaenidae,Arawacus aethesa,Borboleta,Em Perigo (EN),EN,Mata Atlantica,Agropecuaria; Assentamento Humano:cidades,Nao,Sim,Nao,1,Sim,BA; ES; MG,2014
Fauna,Invertebrados Terrestres,Andrenidae,Arhysosage cactorum,Abelha,Vulneravel (VU),VU,Pampa,Agropecuaria; Especies Exoticas,Nao,Nao,Nao,0,Sim,RS,2014
Flora,Angiospermas,Poaceae,Aristida brasiliensis,-,Em Perigo (EN),EN,Cerrado; Mata Atlantica,Queimadas,,,,,,,2014
Flora,Angiospermas,Poaceae,Aristida constricta,-,Criticamente em Perigo (CR),CR,Pampa,Agropecuaria,,,,,,,2014
Flora,Angiospermas,Aristolochiaceae,Aristolochia hypoglauca,-,Em Perigo (EN),EN,Mata Atlantica,Agropecuaria,,,,,,,2014
Flora,Angiospermas,Aristolochiaceae,Aristolochia odora,calunga; jarrinha-cheirosa; jarrinha-de-barbelas; papo-de-peru; aipo-rasteiro,Vulneravel (VU),VU,Mata Atlantica,Perda de Habitat/Degradacao (Induzida por Humanos),,,,,,,2014
Fauna,Aves,Passerelidae,Arremonops conirostris,Tico-tico-cantor,Vulneravel (VU),VU,Amazonia,Outras Atividades Economicas:Energia,Sim,Sim,Nao,2,Nao,RR,2014
Fauna,Invertebrados Terrestres,Arrhopalitidae,Arrhopalites alambariensis,Colembolo,Criticamente em Perigo (CR),CR,Mata Atlantica,Outras Atividades Economicas:Turismo; Poluicao; Queimadas,Sim,Nao,Nao,3,Sim,SP,2014
Fauna,Invertebrados Terrestres,Arrhopalitidae,Arrhopalites amorimi,Colembolo,Criticamente em Perigo (CR),CR,Mata Atlantica,Outras Atividades Economicas:Turismo; Poluicao; Queimadas,Sim,Nao,Nao,2,Sim,SP,2014
Fauna,Invertebrados Terrestres,Arrhopalitidae,Arrhopalites botuveraensis,Colembolo,Criticamente em Perigo (CR),CR,Mata Atlantica,Outras Atividades Economicas:Turismo; Poluicao; Queimadas,Sim,Nao,Nao,2,Sim,SC,2014
Fauna,Invertebrados Terrestres,Arrhopalitidae,Arrhopalites gnaspinii,Colembolo,Criticamente em Perigo (CR),CR,Mata Atlantica,Outras Atividades Economicas:Turismo; Poluicao; Queimadas,Sim,Nao,Nao,2,Sim,SP,2014
Fauna,Invertebrados Terrestres,Arrhopalitidae,Arrhopalites heteroculatus,Colembolo,Criticamente em Perigo (CR),CR,Mata Atlantica,Outras Atividades Economicas:Turismo; Poluicao; Queimadas,Sim,Nao,Nao,2,Sim,SP,2014
Fauna,Invertebrados Terrestres,Arrhopalitidae,Arrhopalites lawrencei,Colembolo,Criticamente em Perigo (CR),CR,Mata Atlantica,Outras Atividades Economicas:Turismo; Poluicao; Queimadas,Sim,Nao,Nao,2,Sim,SP,2014
Fauna,Invertebrados Terrestres,Arrhopalitidae,Arrhopalites paranaensis,Colembolo,Criticamente em Perigo (CR),CR,Mata Atlantica,Outras Atividades Economicas:Turismo; Poluicao; Queimadas,Nao,Nao,Nao,1,Sim,PR,2014
Flora,Angiospermas,Cactaceae,Arrojadoa bahiensis,-,Em Perigo (EN),EN,Caatinga,Perda de Habitat/Degradacao (Induzida por Humanos),,,,,,,2014
Flora,Angiospermas,Cactaceae,Arrojadoa eriocaulis,-,Em Perigo (EN),EN,Cerrado,Perda de Habitat/Degradacao (Induzida por Humanos),Sim,Sim,Nao,3,Informacao nao disponivel,BA; MG,2014
Flora,Angiospermas,Cactaceae,Arthrocereus glaziovii,-,Em Perigo (EN),EN,Cerrado; Mata Atlantica,Mineracao,,,,,,,2014
Flora,Angiospermas,Cactaceae,Arthrocereus melanurus subsp. magnus,-,Em Perigo (EN),EN,Mata Atlantica,Distribuicao Restrita,,,,,,,2014
Flora,Angiospermas,Cactaceae,Arthrocereus melanurus subsp. melanurus,-,Em Perigo (EN),EN,Cerrado; Mata Atlantica,Vazio,Sim,Nao,Nao,2,Informacao nao disponivel,MG; SP,2014
Flora,Angiospermas,Cactaceae,Arthrocereus melanurus subsp. odorus,-,Em Perigo (EN),EN,Cerrado,Vazio,Sim,Sim,Nao,3,Sim,MG,2014
Flora,Angiospermas,Cactaceae,Arthrocereus rondonianus,-,Em Perigo (EN),EN,Cerrado,Mineracao,,,,,,,2014
Flora,Angiospermas,Poaceae,Arthropogon xerachne,-,Criticamente em Perigo (CR),CR,Cerrado,Vazio,Sim,Nao,Nao,2,Informacao nao disponivel,SP; PR,2014
Flora,Angiospermas,Poaceae,Arundinella deppeana,-,Vulneravel (VU),VU,Cerrado,Desenvolvimento e Infraestrutura,,,,,,,2014
Flora,Angiospermas,Asteraceae,Aspilia almasensis,-,Vulneravel (VU),VU,Caatinga; Cerrado,Extracao de Madeira,,,,,,,2014
Flora,Angiospermas,Asteraceae,Aspilia belo-horizontinae,-,Criticamente em Perigo (CR),CR,Cerrado,Vazio,Sim,Nao,Nao,2,Sim,MG,2014
Flora,Angiospermas,Asteraceae,Aspilia caudata,-,Em Perigo (EN),EN,Cerrado,Vazio,Sim,Nao,Nao,2,Sim,MG,2014
Flora,Angiospermas,Asteraceae,Aspilia cordifolia,-,Em Perigo (EN),EN,Cerrado,Transporte Terrestre/Aereo,,,,,,,2014
Flora,Angiospermas,Asteraceae,Aspilia cylindrocephala,-,Vulneravel (VU),VU,Cerrado,Vazio,Sim,Nao,Nao,2,Informacao nao disponivel,MG; GO,2014
Flora,Angiospermas,Asteraceae,Aspilia diamantinae,-,Em Perigo (EN),EN,Cerrado,Agropecuaria,,,,,,,2014
Flora,Angiospermas,Asteraceae,Aspilia diffusiflora,-,Vulneravel (VU),VU,Cerrado,Agropecuaria,,,,,,,2014
Flora,Angiospermas,Asteraceae,Aspilia diniz-cruzeanae,-,Criticamente em Perigo (CR),CR,Cerrado,Agropecuaria,,,,,,,2014
Flora,Angiospermas,Asteraceae,Aspilia eglerii,-,Criticamente em Perigo (CR),CR,Cerrado,Agropecuaria,,,,,,,2014
Flora,Angiospermas,Asteraceae,Aspilia espinhacensis,-,Em Perigo (EN),EN,Cerrado,Queimadas,,,,,,,2014
Flora,Angiospermas,Asteraceae,Aspilia grazielae,-,Em Perigo (EN),EN,Pantanal,Mineracao,Sim,Nao,Nao,2,Sim,MS; MT,2014
Flora,Angiospermas,Asteraceae,Aspilia jugata,-,Criticamente em Perigo (CR),CR,Cerrado,Perda de Habitat/Degradacao (Induzida por Humanos),,,,,,,2014
Flora,Angiospermas,Asteraceae,Aspilia ovalifolia,-,Criticamente em Perigo (CR),CR,Cerrado,Vazio,Nao,Sim,Nao,2,Nao,MG,2014
Flora,Angiospermas,Asteraceae,Aspilia pereirae,-,Em Perigo (EN),EN,Cerrado,Mineracao,Sim,Nao,Nao,2,Sim,MG,2014
Flora,Angiospermas,Asteraceae,Aspilia prostrata,-,Em Perigo (EN),EN,Cerrado,Queimadas,,,,,,,2014
